Volume,Symbol,Date Acquired,Date Sold,Proceeds,Cost Basis, Gain ,Currency,Unmatched
0.939114,ETH,01/11/2015,24/02/2018,2650.82,8.44,"¤ 2,642",ILS,
0.060443,ETH,01/11/2015,24/02/2018,170.66,0.54,¤ 170,ILS,
0.124421,ETH,01/11/2015,24/02/2018,351.33,1.12,¤ 350,ILS,
0.001233,ETH,01/11/2015,24/02/2018,3.48,0.01,¤ 3,ILS,
0.1,ETH,01/11/2015,24/02/2018,282.4,0.9,¤ 282,ILS,
0.244119,ETH,01/11/2015,24/02/2018,689.54,2.19,¤ 687,ILS,
1,ETH,01/11/2015,24/02/2018,2825.34,8.99,"¤ 2,816",ILS,
0.033,ETH,01/11/2015,24/02/2018,93.26,0.3,¤ 93,ILS,
0.061001,ETH,01/11/2015,24/02/2018,172.38,0.55,¤ 172,ILS,
0.001754,ETH,01/11/2015,24/02/2018,5.17,0.02,¤ 5,ILS,
0.150226,ETH,01/11/2015,24/02/2018,424.71,1.35,¤ 423,ILS,
0.280488,ETH,01/11/2015,24/02/2018,792.98,2.52,¤ 790,ILS,
0.006098,ETH,01/11/2015,24/02/2018,17.24,0.05,¤ 17,ILS,
0.204655,ETH,01/11/2015,24/02/2018,578.59,1.84,¤ 577,ILS,
0.02439,ETH,01/11/2015,24/02/2018,68.95,0.22,¤ 69,ILS,
0.123297,ETH,01/11/2015,24/02/2018,348.58,1.11,¤ 347,ILS,
4.878049,ETH,01/11/2015,24/02/2018,13790.9,43.84,"¤ 13,747",ILS,
0.05,ETH,01/11/2015,24/02/2018,141.36,0.45,¤ 141,ILS,
0.142683,ETH,01/11/2015,24/02/2018,403.38,1.28,¤ 402,ILS,
3.12,ETH,01/11/2015,24/02/2018,8820.66,28.04,"¤ 8,793",ILS,
2,ETH,01/11/2015,24/02/2018,5654.96,17.97,"¤ 5,637",ILS,
0.221137,ETH,01/11/2015,24/02/2018,625.34,1.99,¤ 623,ILS,
0.1,ETH,01/11/2015,24/02/2018,282.95,0.9,¤ 282,ILS,
12.18324,ETH,01/11/2015,24/02/2018,34477.26,109.49,"¤ 34,368",ILS,
0.025916,ETH,01/11/2015,24/02/2018,73.35,0.23,¤ 73,ILS,
0.50187,ETH,01/11/2015,24/02/2018,1420.58,4.51,"¤ 1,416",ILS,
0.024351,ETH,01/11/2015,24/02/2018,68.95,0.22,¤ 69,ILS,
0.017701,ETH,01/11/2015,24/02/2018,50.13,0.16,¤ 50,ILS,
0.116922,ETH,01/11/2015,24/02/2018,331.12,1.05,¤ 330,ILS,
1,ETH,01/11/2015,24/02/2018,2832,8.99,"¤ 2,823",ILS,
0.009508,ETH,01/11/2015,24/02/2018,26.93,0.09,¤ 27,ILS,
0.00000278,ETH,01/11/2015,24/02/2018,0.01,0,¤ 0,ILS,
0.001069,ETH,01/11/2015,24/02/2018,3.03,0.01,¤ 3,ILS,
0.427634,ETH,01/11/2015,24/02/2018,1211.19,3.84,"¤ 1,207",ILS,
0.009975,ETH,01/11/2015,24/02/2018,28.26,0.09,¤ 28,ILS,
0.033,ETH,01/11/2015,24/02/2018,93.5,0.3,¤ 93,ILS,
0.003229,ETH,01/11/2015,24/02/2018,9.15,0.03,¤ 9,ILS,
0.035173,ETH,01/11/2015,24/02/2018,99.68,0.32,¤ 99,ILS,
3.99,ETH,01/11/2015,24/02/2018,11307.78,35.86,"¤ 11,272",ILS,
17.86609,ETH,01/11/2015,24/02/2018,50650.28,160.57,"¤ 50,490",ILS,
0.036442,ETH,01/11/2015,24/02/2018,103.32,0.33,¤ 103,ILS,
0.003229,ETH,01/11/2015,24/02/2018,9.15,0.03,¤ 9,ILS,
0.024938,ETH,01/11/2015,24/02/2018,70.71,0.22,¤ 70,ILS,
9.975,ETH,01/11/2015,24/02/2018,28283.2,89.65,"¤ 28,194",ILS,
0.124687,ETH,01/11/2015,24/02/2018,353.66,1.12,¤ 353,ILS,
0.003229,ETH,01/11/2015,24/02/2018,9.16,0.03,¤ 9,ILS,
0.00786,ETH,01/11/2015,24/02/2018,22.3,0.07,¤ 22,ILS,
5.621945,ETH,01/11/2015,24/02/2018,15951.37,50.53,"¤ 15,901",ILS,
0.2,ETH,01/11/2015,24/02/2018,567.5,1.8,¤ 566,ILS,
0.614542,ETH,01/11/2015,24/02/2018,1743.79,5.52,"¤ 1,738",ILS,
0.003229,ETH,01/11/2015,24/02/2018,9.16,0.03,¤ 9,ILS,
0.003363,ETH,01/11/2015,24/02/2018,9.55,0.03,¤ 10,ILS,
0.003229,ETH,01/11/2015,24/02/2018,9.17,0.03,¤ 9,ILS,
1.86,ETH,01/11/2015,24/02/2018,5282.07,16.72,"¤ 5,265",ILS,
0.012982,ETH,01/11/2015,24/02/2018,36.87,0.12,¤ 37,ILS,
0.041713,ETH,01/11/2015,24/02/2018,118.46,0.37,¤ 118,ILS,
0.05,ETH,01/11/2015,24/02/2018,142,0.45,¤ 142,ILS,
0.001319,ETH,01/11/2015,24/02/2018,3.75,0.01,¤ 4,ILS,
0.002439,ETH,01/11/2015,24/02/2018,6.93,0.02,¤ 7,ILS,
0.005434,ETH,01/11/2015,24/02/2018,15.44,0.05,¤ 15,ILS,
0.002697,ETH,01/11/2015,24/02/2018,7.66,0.02,¤ 8,ILS,
0.036229,ETH,01/11/2015,24/02/2018,102.92,0.33,¤ 103,ILS,
0.056067,ETH,01/11/2015,24/02/2018,159.28,0.5,¤ 159,ILS,
0.222939,ETH,01/11/2015,24/02/2018,633.41,2,¤ 631,ILS,
0.012469,ETH,01/11/2015,24/02/2018,35.44,0.11,¤ 35,ILS,
0.012,ETH,01/11/2015,24/02/2018,34.11,0.11,¤ 34,ILS,
0.0025,ETH,01/11/2015,24/02/2018,7.11,0.02,¤ 7,ILS,
0.242574,ETH,01/11/2015,24/02/2018,689.54,2.18,¤ 687,ILS,
0.012469,ETH,01/11/2015,24/02/2018,35.46,0.11,¤ 35,ILS,
0.001515,ETH,01/11/2015,24/02/2018,4.31,0.01,¤ 4,ILS,
0.11393,ETH,01/11/2015,24/02/2018,324.01,1.02,¤ 323,ILS,
0.463396,ETH,01/11/2015,24/02/2018,1318.07,4.16,"¤ 1,314",ILS,
0.024938,ETH,01/11/2015,24/02/2018,70.93,0.22,¤ 71,ILS,
9.975,ETH,01/11/2015,24/02/2018,28372.62,89.65,"¤ 28,283",ILS,
0.261224,ETH,01/11/2015,24/02/2018,743.02,2.35,¤ 741,ILS,
0.181818,ETH,01/11/2015,24/02/2018,517.16,1.63,¤ 516,ILS,
0.848382,ETH,01/11/2015,24/02/2018,2413.41,7.62,"¤ 2,406",ILS,
0.016704,ETH,01/11/2015,24/02/2018,47.53,0.15,¤ 47,ILS,
0.007362,ETH,01/11/2015,24/02/2018,20.95,0.07,¤ 21,ILS,
0.1,ETH,01/11/2015,24/02/2018,284.68,0.9,¤ 284,ILS,
0.024219,ETH,01/11/2015,24/02/2018,68.95,0.22,¤ 69,ILS,
24.21601,ETH,01/11/2015,24/02/2018,68954.5,217.63,"¤ 68,737",ILS,
0.001513,ETH,01/11/2015,24/02/2018,4.31,0.01,¤ 4,ILS,
0.019316,ETH,01/11/2015,24/02/2018,55.01,0.17,¤ 55,ILS,
1.54797,ETH,01/11/2015,24/02/2018,4408.34,13.91,"¤ 4,394",ILS,
1.044461,ETH,01/11/2015,24/02/2018,2974.44,9.39,"¤ 2,965",ILS,
24.21308,ETH,01/11/2015,24/02/2018,68954.51,217.61,"¤ 68,737",ILS,
0.012469,ETH,01/11/2015,24/02/2018,35.51,0.11,¤ 35,ILS,
10.13919,ETH,01/11/2015,24/02/2018,28886.13,91.12,"¤ 28,795",ILS,
0.012469,ETH,01/11/2015,24/02/2018,35.53,0.11,¤ 35,ILS,
0.004987,ETH,01/11/2015,24/02/2018,14.21,0.04,¤ 14,ILS,
0.012469,ETH,01/11/2015,24/02/2018,35.53,0.11,¤ 35,ILS,
0.033,ETH,01/11/2015,24/02/2018,94.04,0.3,¤ 94,ILS,
340.632,ETH,01/11/2015,24/02/2018,970798.72,3061.33,"¤ 967,737",ILS,
15.06,ETH,01/11/2015,24/02/2018,42920.89,135.35,"¤ 42,786",ILS,
30.903519,ETH,01/11/2015,24/02/2018,85237.46,277.74,"¤ 84,960",ILS,
32.27051,ETH,01/11/2015,24/02/2018,91970.72,290.02,"¤ 91,681",ILS,
0.007774,ETH,01/11/2015,24/02/2018,22.16,0.07,¤ 22,ILS,
0.007726,ETH,01/11/2015,24/02/2018,22.02,0.07,¤ 22,ILS,
0.114386,ETH,01/11/2015,24/02/2018,326.15,1.03,¤ 325,ILS,
0.002494,ETH,01/11/2015,24/02/2018,7.11,0.02,¤ 7,ILS,
0.031779,ETH,01/11/2015,24/02/2018,90.62,0.29,¤ 90,ILS,
0.181342,ETH,01/11/2015,24/02/2018,517.15,1.63,¤ 516,ILS,
0.173325,ETH,01/11/2015,24/02/2018,494.33,1.56,¤ 493,ILS,
0.084618,ETH,01/11/2015,24/02/2018,241.34,0.76,¤ 241,ILS,
0.36,ETH,01/11/2015,24/02/2018,1026.78,3.24,"¤ 1,024",ILS,
0.004987,ETH,01/11/2015,24/02/2018,14.23,0.04,¤ 14,ILS,
1.208002,ETH,01/11/2015,24/02/2018,3447.71,10.86,"¤ 3,437",ILS,
0.301218,ETH,01/11/2015,24/02/2018,859.78,2.71,¤ 857,ILS,
0.002317,ETH,01/11/2015,24/02/2018,6.61,0.02,¤ 7,ILS,
0.013638,ETH,01/11/2015,24/02/2018,38.93,0.12,¤ 39,ILS,
1.5,ETH,01/11/2015,24/02/2018,4282.07,13.48,"¤ 4,269",ILS,
0.057468,ETH,01/11/2015,24/02/2018,164.05,0.52,¤ 164,ILS,
0.362286,ETH,01/11/2015,24/02/2018,1034.32,3.26,"¤ 1,031",ILS,
0.002492,ETH,01/11/2015,24/02/2018,7.12,0.02,¤ 7,ILS,
0.002494,ETH,01/11/2015,24/02/2018,7.12,0.02,¤ 7,ILS,
1.207375,ETH,01/11/2015,24/02/2018,3447.71,10.85,"¤ 3,437",ILS,
0.012,ETH,01/11/2015,24/02/2018,34.28,0.11,¤ 34,ILS,
0.011833,ETH,01/11/2015,24/02/2018,33.8,0.11,¤ 34,ILS,
0.002315,ETH,01/11/2015,24/02/2018,6.61,0.02,¤ 7,ILS,
0.001328,ETH,01/11/2015,24/02/2018,3.79,0.01,¤ 4,ILS,
4.887839,ETH,01/11/2015,24/02/2018,13967.55,43.93,"¤ 13,924",ILS,
0.120627,ETH,01/11/2015,24/02/2018,344.77,1.08,¤ 344,ILS,
0.056574,ETH,01/11/2015,24/02/2018,161.7,0.51,¤ 161,ILS,
3.165038,ETH,01/11/2015,24/02/2018,9047.62,28.44,"¤ 9,019",ILS,
0.012448,ETH,01/11/2015,24/02/2018,35.59,0.11,¤ 35,ILS,
0.235,ETH,01/11/2015,24/02/2018,671.94,2.11,¤ 670,ILS,
0.033,ETH,01/11/2015,24/02/2018,94.38,0.3,¤ 94,ILS,
0.006663,ETH,01/11/2015,24/02/2018,19.06,0.06,¤ 19,ILS,
0.000248,ETH,01/11/2015,24/02/2018,0.71,0,¤ 1,ILS,
0.011053,ETH,01/11/2015,24/02/2018,31.62,0.1,¤ 32,ILS,
0.124687,ETH,01/11/2015,24/02/2018,356.75,1.12,¤ 356,ILS,
0.016884,ETH,01/11/2015,24/02/2018,48.31,0.15,¤ 48,ILS,
0.048199,ETH,01/11/2015,24/02/2018,137.91,0.43,¤ 137,ILS,
1.8,ETH,01/11/2015,24/02/2018,5150.9,16.18,"¤ 5,135",ILS,
0.202308,ETH,01/11/2015,24/02/2018,578.93,1.82,¤ 577,ILS,
0.049875,ETH,01/11/2015,24/02/2018,142.72,0.45,¤ 142,ILS,
20,ETH,01/11/2015,24/02/2018,57232.23,179.74,"¤ 57,052",ILS,
0.005201,ETH,01/11/2015,24/02/2018,14.88,0.05,¤ 15,ILS,
0.261868,ETH,01/11/2015,24/02/2018,749.36,2.35,¤ 747,ILS,
0.284376,ETH,01/11/2015,24/02/2018,813.77,2.56,¤ 811,ILS,
0.5,ETH,01/11/2015,24/02/2018,1430.98,4.49,"¤ 1,426",ILS,
0.012515,ETH,01/11/2015,24/02/2018,35.82,0.11,¤ 36,ILS,
0.240875,ETH,01/11/2015,24/02/2018,689.55,2.16,¤ 687,ILS,
4.506307,ETH,01/11/2015,24/02/2018,12904.47,40.5,"¤ 12,864",ILS,
0.1,ETH,01/11/2015,24/02/2018,286.4,0.9,¤ 286,ILS,
0.0073,ETH,01/11/2015,24/02/2018,20.91,0.07,¤ 21,ILS,
1.21335,ETH,01/11/2015,24/02/2018,3475.82,10.9,"¤ 3,465",ILS,
0.504696,ETH,01/11/2015,24/02/2018,1445.98,4.54,"¤ 1,441",ILS,
0.007733,ETH,01/11/2015,24/02/2018,22.17,0.07,¤ 22,ILS,
0.002388,ETH,01/11/2015,24/02/2018,6.85,0.02,¤ 7,ILS,
0.4,ETH,01/11/2015,24/02/2018,1146.85,3.59,"¤ 1,143",ILS,
0.033,ETH,01/11/2015,24/02/2018,94.64,0.3,¤ 94,ILS,
0.033,ETH,01/11/2015,24/02/2018,94.66,0.3,¤ 94,ILS,
69.85583,ETH,01/11/2015,24/02/2018,200381.94,627.81,"¤ 199,754",ILS,
0.060086,ETH,01/11/2015,24/02/2018,172.39,0.54,¤ 172,ILS,
0.028714,ETH,01/11/2015,24/02/2018,82.38,0.26,¤ 82,ILS,
0.009901,ETH,01/11/2015,24/02/2018,28.41,0.09,¤ 28,ILS,
0.01442,ETH,01/11/2015,24/02/2018,41.37,0.13,¤ 41,ILS,
0.012016,ETH,01/11/2015,24/02/2018,34.48,0.11,¤ 34,ILS,
0.010434,ETH,01/11/2015,24/02/2018,29.94,0.09,¤ 30,ILS,
0.001587,ETH,01/11/2015,24/02/2018,4.55,0.01,¤ 5,ILS,
0.012016,ETH,01/11/2015,24/02/2018,34.48,0.11,¤ 34,ILS,
0.536753,ETH,01/11/2015,24/02/2018,1540.05,4.82,"¤ 1,535",ILS,
0.022699,ETH,01/11/2015,24/02/2018,65.13,0.2,¤ 65,ILS,
0.002288,ETH,01/11/2015,24/02/2018,6.57,0.02,¤ 7,ILS,
0.124687,ETH,01/11/2015,24/02/2018,358.04,1.12,¤ 357,ILS,
0.20000001,ETH,01/11/2015,24/02/2018,574.39,1.8,¤ 573,ILS,
0.21004,ETH,01/11/2015,24/02/2018,603.25,1.89,¤ 601,ILS,
0.124688,ETH,01/11/2015,24/02/2018,358.12,1.12,¤ 357,ILS,
0.001428,ETH,01/11/2015,24/02/2018,4.1,0.01,¤ 4,ILS,
0.29403,ETH,01/11/2015,24/02/2018,844.61,2.64,¤ 842,ILS,
2.808513,ETH,01/11/2015,24/02/2018,8071.25,25.24,"¤ 8,046",ILS,
0.007197,ETH,01/11/2015,24/02/2018,20.68,0.06,¤ 21,ILS,
0.124743,ETH,01/11/2015,24/02/2018,358.57,1.12,¤ 357,ILS,
0.395129,ETH,01/11/2015,24/02/2018,1135.88,3.55,"¤ 1,132",ILS,
179.604,ETH,01/11/2015,24/02/2018,516309.94,1614.14,"¤ 514,696",ILS,
0.211058,ETH,01/11/2015,24/02/2018,606.92,1.9,¤ 605,ILS,
0.00403,ETH,01/11/2015,24/02/2018,11.59,0.04,¤ 12,ILS,
0.033,ETH,01/11/2015,24/02/2018,94.93,0.3,¤ 95,ILS,
1.122016,ETH,01/11/2015,24/02/2018,3229.81,10.08,"¤ 3,220",ILS,
1.344581,ETH,01/11/2015,24/02/2018,3870.62,12.08,"¤ 3,859",ILS,
0.001428,ETH,01/11/2015,24/02/2018,4.11,0.01,¤ 4,ILS,
0.024938,ETH,01/11/2015,24/02/2018,71.79,0.22,¤ 72,ILS,
9.975,ETH,01/11/2015,24/02/2018,28716.53,89.65,"¤ 28,627",ILS,
0.002367,ETH,01/11/2015,24/02/2018,6.81,0.02,¤ 7,ILS,
0.005,ETH,01/11/2015,24/02/2018,14.4,0.04,¤ 14,ILS,
0.09197,ETH,01/11/2015,24/02/2018,264.81,0.83,¤ 264,ILS,
10.78884,ETH,01/11/2015,24/02/2018,31066.89,96.96,"¤ 30,970",ILS,
0.239434,ETH,01/11/2015,24/02/2018,689.55,2.15,¤ 687,ILS,
0.001428,ETH,01/11/2015,24/02/2018,4.11,0.01,¤ 4,ILS,
1.399281,ETH,01/11/2015,24/02/2018,4030.78,12.58,"¤ 4,018",ILS,
1.406683,ETH,01/11/2015,24/02/2018,4052.25,12.64,"¤ 4,040",ILS,
0.00691,ETH,01/11/2015,24/02/2018,19.91,0.06,¤ 20,ILS,
0.0013,ETH,01/11/2015,24/02/2018,3.75,0.01,¤ 4,ILS,
0.1,ETH,01/11/2015,24/02/2018,288.13,0.9,¤ 287,ILS,
0.001428,ETH,01/11/2015,24/02/2018,4.12,0.01,¤ 4,ILS,
0.837453,ETH,01/11/2015,24/02/2018,2413.41,7.53,"¤ 2,406",ILS,
0.007689,ETH,01/11/2015,24/02/2018,22.16,0.07,¤ 22,ILS,
0.238636,ETH,01/11/2015,24/02/2018,687.82,2.14,¤ 686,ILS,
146.7393,ETH,01/11/2015,24/02/2018,422961.55,1318.78,"¤ 421,643",ILS,
0.0066,ETH,01/11/2015,24/02/2018,19.02,0.06,¤ 19,ILS,
0.013008,ETH,01/11/2015,24/02/2018,37.51,0.12,¤ 37,ILS,
0.002087,ETH,01/11/2015,24/02/2018,6.02,0.02,¤ 6,ILS,
0.001428,ETH,01/11/2015,24/02/2018,4.12,0.01,¤ 4,ILS,
0.0013,ETH,01/11/2015,24/02/2018,3.75,0.01,¤ 4,ILS,
0.001428,ETH,01/11/2015,24/02/2018,4.12,0.01,¤ 4,ILS,
0.017588,ETH,01/11/2015,24/02/2018,50.75,0.16,¤ 51,ILS,
0.001552,ETH,01/11/2015,24/02/2018,4.48,0.01,¤ 4,ILS,
0.0066,ETH,01/11/2015,24/02/2018,19.05,0.06,¤ 19,ILS,
0.14223,ETH,01/11/2015,24/02/2018,410.53,1.28,¤ 409,ILS,
0.179166,ETH,01/11/2015,24/02/2018,517.16,1.61,¤ 516,ILS,
0.025945,ETH,01/11/2015,24/02/2018,74.89,0.23,¤ 75,ILS,
0.1,ETH,01/11/2015,24/02/2018,288.71,0.9,¤ 288,ILS,
0.198631,ETH,01/11/2015,24/02/2018,573.48,1.79,¤ 572,ILS,
0.001496,ETH,01/11/2015,24/02/2018,4.32,0.01,¤ 4,ILS,
0.412257,ETH,01/11/2015,24/02/2018,1190.38,3.71,"¤ 1,187",ILS,
0.227335,ETH,01/11/2015,24/02/2018,656.65,2.04,¤ 655,ILS,
0.188808,ETH,01/11/2015,24/02/2018,545.39,1.7,¤ 544,ILS,
0.006683,ETH,01/11/2015,24/02/2018,19.31,0.06,¤ 19,ILS,
0.11933,ETH,01/11/2015,24/02/2018,344.77,1.07,¤ 344,ILS,
0.023864,ETH,01/11/2015,24/02/2018,68.96,0.21,¤ 69,ILS,
0.010942,ETH,01/11/2015,24/02/2018,31.62,0.1,¤ 32,ILS,
0.091281,ETH,01/11/2015,24/02/2018,263.82,0.82,¤ 263,ILS,
2.5,ETH,01/11/2015,24/02/2018,7225.91,22.47,"¤ 7,203",ILS,
0.116922,ETH,01/11/2015,24/02/2018,337.96,1.05,¤ 337,ILS,
0.016104,ETH,01/11/2015,24/02/2018,46.55,0.14,¤ 46,ILS,
340.632,ETH,01/11/2015,24/02/2018,984656.7,3061.33,"¤ 981,595",ILS,
33.71288,ETH,01/11/2015,24/02/2018,97453.01,302.98,"¤ 97,150",ILS,
5.424,ETH,01/11/2015,24/02/2018,15679.21,48.75,"¤ 15,630",ILS,
0.20166,ETH,01/11/2015,24/02/2018,582.95,1.81,¤ 581,ILS,
0.003759,ETH,01/11/2015,24/02/2018,10.87,0.03,¤ 11,ILS,
0.002376,ETH,01/11/2015,24/02/2018,6.87,0.02,¤ 7,ILS,
16.2349,ETH,01/11/2015,24/02/2018,46961.74,145.91,"¤ 46,816",ILS,
0.032208,ETH,01/11/2015,24/02/2018,93.2,0.29,¤ 93,ILS,
0.007733,ETH,01/11/2015,24/02/2018,22.39,0.07,¤ 22,ILS,
7.181382,ETH,01/11/2015,24/02/2018,20797.92,64.54,"¤ 20,733",ILS,
10.71301,ETH,01/11/2015,24/02/2018,31029.52,96.28,"¤ 30,933",ILS,
0.359948,ETH,01/11/2015,24/02/2018,1042.7,3.23,"¤ 1,039",ILS,
0.230404,ETH,01/11/2015,24/02/2018,667.45,2.07,¤ 665,ILS,
0.238009,ETH,01/11/2015,24/02/2018,689.55,2.14,¤ 687,ILS,
1.168199,ETH,01/11/2015,24/02/2018,3384.82,10.5,"¤ 3,374",ILS,
0.002428,ETH,01/11/2015,24/02/2018,7.04,0.02,¤ 7,ILS,
0.012722,ETH,01/11/2015,24/02/2018,36.87,0.11,¤ 37,ILS,
0.040879,ETH,01/11/2015,24/02/2018,118.46,0.37,¤ 118,ILS,
0.007668,ETH,01/11/2015,24/02/2018,22.22,0.07,¤ 22,ILS,
0.009802,ETH,01/11/2015,24/02/2018,28.41,0.09,¤ 28,ILS,
0.011896,ETH,01/11/2015,24/02/2018,34.48,0.11,¤ 34,ILS,
0.007138,ETH,01/11/2015,24/02/2018,20.69,0.06,¤ 21,ILS,
0.005165,ETH,01/11/2015,24/02/2018,14.97,0.05,¤ 15,ILS,
0.001571,ETH,01/11/2015,24/02/2018,4.55,0.01,¤ 5,ILS,
0.011896,ETH,01/11/2015,24/02/2018,34.48,0.11,¤ 34,ILS,
0.265693,ETH,01/11/2015,24/02/2018,770.03,2.39,¤ 768,ILS,
0.011236,ETH,01/11/2015,24/02/2018,32.56,0.1,¤ 32,ILS,
0.1,ETH,01/11/2015,24/02/2018,289.85,0.9,¤ 289,ILS,
0.212045,ETH,01/11/2015,24/02/2018,614.74,1.91,¤ 613,ILS,
11.89,ETH,01/11/2015,24/02/2018,34474.26,106.86,"¤ 34,367",ILS,
0.237812,ETH,01/11/2015,24/02/2018,689.54,2.14,¤ 687,ILS,
0.458346,ETH,01/11/2015,24/02/2018,1329.15,4.12,"¤ 1,325",ILS,
1.5,ETH,01/11/2015,24/02/2018,4349.82,13.48,"¤ 4,336",ILS,
2.127672,ETH,01/11/2015,24/02/2018,6171.46,19.12,"¤ 6,152",ILS,
0.002425,ETH,01/11/2015,24/02/2018,7.04,0.02,¤ 7,ILS,
0.351671,ETH,01/11/2015,24/02/2018,1020.83,3.16,"¤ 1,018",ILS,
0.19791,ETH,01/11/2015,24/02/2018,574.52,1.78,¤ 573,ILS,
0.002421,ETH,01/11/2015,24/02/2018,7.03,0.02,¤ 7,ILS,
0.006175,ETH,01/11/2015,24/02/2018,17.93,0.06,¤ 18,ILS,
1.2792,ETH,01/11/2015,24/02/2018,3714.56,11.5,"¤ 3,703",ILS,
0.113972,ETH,01/11/2015,24/02/2018,330.98,1.02,¤ 330,ILS,
0.023444,ETH,01/11/2015,24/02/2018,68.08,0.21,¤ 68,ILS,
3.085713,ETH,01/11/2015,24/02/2018,8964.05,27.73,"¤ 8,936",ILS,
0.031016,ETH,01/11/2015,24/02/2018,90.11,0.28,¤ 90,ILS,
0.120982,ETH,01/11/2015,24/02/2018,351.51,1.09,¤ 350,ILS,
0.001483,ETH,01/11/2015,24/02/2018,4.31,0.01,¤ 4,ILS,
0.00349,ETH,01/11/2015,24/02/2018,10.14,0.03,¤ 10,ILS,
0.474596,ETH,01/11/2015,24/02/2018,1379.09,4.27,"¤ 1,375",ILS,
0.00243,ETH,01/11/2015,24/02/2018,7.06,0.02,¤ 7,ILS,
0.023203,ETH,01/11/2015,24/02/2018,67.43,0.21,¤ 67,ILS,
1.001885,ETH,01/11/2015,24/02/2018,2911.91,9,"¤ 2,903",ILS,
0.2,ETH,01/11/2015,24/02/2018,581.29,1.8,¤ 579,ILS,
0.029598,ETH,01/11/2015,24/02/2018,86.03,0.27,¤ 86,ILS,
0.002187,ETH,01/11/2015,24/02/2018,6.36,0.02,¤ 6,ILS,
0.004306,ETH,01/11/2015,24/02/2018,12.52,0.04,¤ 12,ILS,
0.15474,ETH,01/11/2015,24/02/2018,450.14,1.39,¤ 449,ILS,
11.85182,ETH,01/11/2015,24/02/2018,34477.15,106.51,"¤ 34,371",ILS,
0.001496,ETH,01/11/2015,24/02/2018,4.35,0.01,¤ 4,ILS,
0.211249,ETH,01/11/2015,24/02/2018,614.91,1.9,¤ 613,ILS,
0.082574,ETH,01/11/2015,24/02/2018,240.37,0.74,¤ 240,ILS,
0.003551,ETH,01/11/2015,24/02/2018,10.34,0.03,¤ 10,ILS,
0.059185,ETH,01/11/2015,24/02/2018,172.39,0.53,¤ 172,ILS,
3.048675,ETH,01/11/2015,24/02/2018,8881.79,27.4,"¤ 8,854",ILS,
2,ETH,01/11/2015,24/02/2018,5826.65,17.97,"¤ 5,809",ILS,
0.012407,ETH,01/11/2015,24/02/2018,36.15,0.11,¤ 36,ILS,
0.011601,ETH,01/11/2015,24/02/2018,33.8,0.1,¤ 34,ILS,
1.197,ETH,01/11/2015,24/02/2018,3487.62,10.76,"¤ 3,477",ILS,
0.007613,ETH,01/11/2015,24/02/2018,22.18,0.07,¤ 22,ILS,
0.029868,ETH,01/11/2015,24/02/2018,87.04,0.27,¤ 87,ILS,
0.055,ETH,01/11/2015,24/02/2018,160.28,0.49,¤ 160,ILS,
5.851553,ETH,01/11/2015,24/02/2018,17055.16,52.59,"¤ 17,003",ILS,
0.13807,ETH,01/11/2015,24/02/2018,402.56,1.24,¤ 401,ILS,
3.068039,ETH,01/11/2015,24/02/2018,8949.1,27.57,"¤ 8,922",ILS,
0.254335,ETH,01/11/2015,24/02/2018,741.88,2.29,¤ 740,ILS,
0.002428,ETH,01/11/2015,24/02/2018,7.08,0.02,¤ 7,ILS,
0.005671,ETH,01/11/2015,24/02/2018,16.55,0.05,¤ 17,ILS,
19.952,ETH,01/11/2015,24/02/2018,58229.89,179.31,"¤ 58,051",ILS,
11.585,ETH,01/11/2015,24/02/2018,33810.81,104.12,"¤ 33,707",ILS,
0.108669,ETH,01/11/2015,24/02/2018,317.19,0.98,¤ 316,ILS,
0.010833,ETH,01/11/2015,24/02/2018,31.62,0.1,¤ 32,ILS,
0.088898,ETH,01/11/2015,24/02/2018,259.51,0.8,¤ 259,ILS,
0.028763,ETH,01/11/2015,24/02/2018,83.99,0.26,¤ 84,ILS,
0.01536,ETH,01/11/2015,24/02/2018,44.85,0.14,¤ 45,ILS,
0.003224,ETH,01/11/2015,24/02/2018,9.42,0.03,¤ 9,ILS,
0.058977,ETH,01/11/2015,24/02/2018,172.27,0.53,¤ 172,ILS,
0.590095,ETH,01/11/2015,24/02/2018,1723.86,5.3,"¤ 1,719",ILS,
0.177016,ETH,01/11/2015,24/02/2018,517.16,1.59,¤ 516,ILS,
0.021185,ETH,01/11/2015,24/02/2018,61.89,0.19,¤ 62,ILS,
0.00000459,ETH,01/11/2015,24/02/2018,0.01,0,¤ 0,ILS,
0.027698,ETH,01/11/2015,24/02/2018,80.96,0.25,¤ 81,ILS,
0.002409,ETH,01/11/2015,24/02/2018,7.04,0.02,¤ 7,ILS,
0.100818,ETH,01/11/2015,24/02/2018,294.69,0.91,¤ 294,ILS,
0.004746,ETH,01/11/2015,24/02/2018,13.88,0.04,¤ 14,ILS,
0.341916,ETH,01/11/2015,24/02/2018,1000.05,3.07,¤ 997,ILS,
0.189186,ETH,01/11/2015,24/02/2018,553.39,1.7,¤ 552,ILS,
0.073135,ETH,01/11/2015,24/02/2018,213.94,0.66,¤ 213,ILS,
74.93122,ETH,01/11/2015,24/02/2018,219226.63,673.42,"¤ 218,553",ILS,
265.7008,ETH,01/11/2015,24/02/2018,777362.09,2387.91,"¤ 774,974",ILS,
