Volume,Symbol,Date Acquired,Date Sold,Proceeds,Cost Basis,Gain,Currency,Unmatched,AcquiredAccount,AcquiredId,SoldAccount,SoldId
0.09,ETC,03/05/2018,04/05/2018,7.15,7.31,-0.16,ILS,,Binance,1843438-17137934,Binance,1852469-17249318
0.04,ETC,03/05/2018,04/05/2018,3.18,3.25,-0.07,ILS,,Binance,1843438-17137934,Binance,1852470-17249318
0.1,ETC,03/05/2018,04/05/2018,7.95,8.12,-0.17,ILS,,Binance,1843438-17137934,Binance,1852471-17249318
0.23,ETC,03/05/2018,04/05/2018,18.28,18.67,-0.39,ILS,,Binance,1843438-17137934,Binance,1852472-17249318
0.09,ETC,03/05/2018,04/05/2018,7.15,7.31,-0.16,ILS,,Binance,1843438-17137934,Binance,1852455-17249318
0.06,ETC,03/05/2018,04/05/2018,4.77,4.87,-0.1,ILS,,Binance,1843438-17137934,Binance,1852457-17249318
0.04,ETC,03/05/2018,04/05/2018,3.18,3.25,-0.07,ILS,,Binance,1843438-17137934,Binance,1852458-17249318
0.07,ETC,03/05/2018,04/05/2018,5.56,5.68,-0.12,ILS,,Binance,1843438-17137934,Binance,1852459-17249318
0.44,ETC,03/05/2018,04/05/2018,34.97,35.72,-0.75,ILS,,Binance,1843438-17137934,Binance,1852460-17249318
0.05,ETC,03/05/2018,04/05/2018,3.97,4.06,-0.09,ILS,,Binance,1843438-17137934,Binance,1852462-17249318
0.04,ETC,03/05/2018,04/05/2018,3.18,3.25,-0.07,ILS,,Binance,1843438-17137934,Binance,1852456-17249318
0.1,ETC,03/05/2018,04/05/2018,7.95,8.12,-0.17,ILS,,Binance,1843438-17137934,Binance,1852454-17249318
0.05,ETC,03/05/2018,04/05/2018,3.97,4.06,-0.09,ILS,,Binance,1843438-17137934,Binance,1852453-17249318
0.09,ETC,03/05/2018,04/05/2018,7.15,7.31,-0.16,ILS,,Binance,1843438-17137934,Binance,1852463-17249318
0.06,ETC,03/05/2018,04/05/2018,4.77,4.87,-0.1,ILS,,Binance,1843438-17137934,Binance,1852464-17249318
5.32,ETC,03/05/2018,04/05/2018,422.85,431.93,-9.08,ILS,,Binance,1843438-17137934,Binance,1852473-17249318
0.69,ETC,03/05/2018,04/05/2018,54.84,56.02,-1.18,ILS,,Binance,1843438-17137934,Binance,1852475-17249318
0.01,ETC,03/05/2018,04/05/2018,0.79,0.81,-0.02,ILS,,Binance,1843438-17137934,Binance,1852477-17249318
0.00155834,ETH,30/04/2018,04/05/2018,4.41,3.81,0.6,ILS,,Binance,11418396-29055691,Binance,11701794-30156673
0.60593113,ETH,03/05/2018,04/05/2018,1712.94,1612.06,100.88,ILS,,Binance,4862947-20480563,Binance,11701794-30156673
0.00344,ICX,29/04/2018,06/05/2018,0.05,0.06,-0.01,ILS,,Binance,3823258-16222747,Binance,3949561-17181647
60.74656,ICX,29/04/2018,06/05/2018,913.29,993.73,-80.44,ILS,,Binance,3827158-16245994,Binance,3949561-17181647
9.5,EOS,29/04/2018,06/05/2018,579.82,703.01,-123.19,ILS,,Binance,7486160-26600076,Binance,8148214-28835314
1.34,EOS,29/04/2018,06/05/2018,81.78,99.16,-17.38,ILS,,Binance,7486160-26600076,Binance,8148219-28835314
6.41,ETC,03/05/2018,06/05/2018,549.21,520.42,28.79,ILS,,Binance,1843438-17137934,Binance,1862491-17401507
4.84,ETC,03/05/2018,06/05/2018,414.69,392.96,21.73,ILS,,Binance,1843438-17137934,Binance,1862490-17401507
10.12,ETC,03/05/2018,06/05/2018,867.09,821.64,45.45,ILS,,Binance,1843438-17137934,Binance,1862492-17401507
37.15544,ICX,29/04/2018,06/05/2018,558.61,607.81,-49.2,ILS,,Binance,3827158-16245994,Binance,3949592-17181647
141.14456,ICX,29/04/2018,06/05/2018,2122.02,2308.94,-186.92,ILS,,Binance,3827160-16245994,Binance,3949592-17181647
22.55,ICX,29/04/2018,06/05/2018,339.02,368.89,-29.87,ILS,,Binance,3827160-16245994,Binance,3949593-17181647
0.59191221,ETH,03/05/2018,06/05/2018,1695.5,1574.76,120.74,ILS,,Binance,4862947-20480563,Binance,23705547-65038484
0.00012,ETH,03/05/2018,06/05/2018,0.34,0.32,0.02,ILS,,Binance,4862947-20480563,Binance,23705546-65038484
0.10516353,ETH,04/05/2018,06/05/2018,301.24,297.59,3.65,ILS,,Binance,8049193-28461584,Binance,23705547-65038484
0.01069921,ETH,04/05/2018,06/05/2018,30.65,30.28,0.37,ILS,,Binance,1852426-17248980,Binance,23705547-65038484
0.26466467,ETH,04/05/2018,06/05/2018,758.12,748.95,9.17,ILS,,Binance,1852427-17248980,Binance,23705547-65038484
0.00281159,ETH,04/05/2018,06/05/2018,8.05,7.96,0.09,ILS,,Binance,1852452-17249318,Binance,23705547-65038484
0.05285782,ETH,04/05/2018,06/05/2018,151.41,149.58,1.83,ILS,,Binance,1852453-17249318,Binance,23705547-65038484
0.14957635,ETH,04/05/2018,06/05/2018,428.45,423.27,5.18,ILS,,Binance,1852473-17249318,Binance,23705547-65038484
0.01939994,ETH,04/05/2018,06/05/2018,55.57,54.9,0.67,ILS,,Binance,1852475-17249318,Binance,23705547-65038484
0.00028116,ETH,04/05/2018,06/05/2018,0.81,0.8,0.01,ILS,,Binance,1852477-17249318,Binance,23705547-65038484
0.20640814,ETH,06/05/2018,06/05/2018,591.22,590.14,1.08,ILS,,Binance,3949561-17181647,Binance,23705548-65038484
0.11336352,ETH,06/05/2018,06/05/2018,324.72,324.12,0.6,ILS,,Binance,3949561-17181647,Binance,23705547-65038484
0.20300179,ETH,06/05/2018,06/05/2018,581.46,580.4,1.06,ILS,,Binance,8148214-28835314,Binance,23705548-65038484
0.02863394,ETH,06/05/2018,06/05/2018,82.02,81.87,0.15,ILS,,Binance,8148219-28835314,Binance,23705548-65038484
0.33747718,ETH,06/05/2018,06/05/2018,966.64,964.87,1.77,ILS,,Binance,1862490-17401507,Binance,23705548-65038484
0.16331895,ETH,06/05/2018,06/05/2018,467.8,466.94,0.86,ILS,,Binance,1862492-17401507,Binance,23705548-65038484
4665.802,TRX,29/04/2018,06/05/2018,1396.02,1426.55,-30.53,ILS,,Binance,11375187-28900724,Binance,11750867-30438495
3058.198,TRX,04/05/2018,06/05/2018,915.02,932.3,-17.28,ILS,,Binance,11701794-30156673,Binance,11750867-30438495
0.00431313,USDT,29/04/2018,07/05/2018,0.02,0.02,0,ILS,,Binance,22779385-62334072,Binance,41346918-98348661
1338.751042,USDT,06/05/2018,07/05/2018,4839.72,4837.8,1.92,ILS,,Binance,23705546-65038484,Binance,41346918-98348661
0.0211255,BTC,07/05/2018,07/05/2018,714.95,714.4,0.55,ILS,,Binance,41346918-98348661,Binance,9127591-27406502
0.00329649,BTC,07/05/2018,07/05/2018,111.56,111.48,0.08,ILS,,Binance,41346918-98348661,Binance,9127592-27406502
0.0004372,BTC,07/05/2018,07/05/2018,14.8,14.78,0.02,ILS,,Binance,41346918-98348661,Binance,9127593-27406502
0.05368032,BTC,07/05/2018,07/05/2018,1816.69,1815.3,1.39,ILS,,Binance,41346918-98348661,Binance,26578885-49514077
0.0004372,BTC,07/05/2018,07/05/2018,14.8,14.78,0.02,ILS,,Binance,41346918-98348661,Binance,9127594-27406502
0.02837865,BTC,07/05/2018,07/05/2018,960.41,959.68,0.73,ILS,,Binance,41346918-98348661,Binance,9127595-27406502
0.03576038,BTC,07/05/2018,07/05/2018,1210.23,1209.31,0.92,ILS,,Binance,41346918-98348661,Binance,13082945-45584341
0.00000426,BTC,07/05/2018,07/05/2018,0.14,0,0.14,ILS,Y,,,Binance,13082945-45584341
0.14026053,ETH,06/05/2018,07/05/2018,376.68,401.02,-24.34,ILS,,Binance,1862492-17401507,Binance,11786760-30660624
0.66881157,ETH,06/05/2018,07/05/2018,1796.14,1912.19,-116.05,ILS,,Binance,3949592-17181647,Binance,11786760-30660624
446.027524,USDT,06/05/2018,10/05/2018,1597.47,1611.8,-14.33,ILS,,Binance,23705546-65038484,Binance,24303613-66824654
0.26971167,ETH,06/05/2018,15/05/2018,688.11,771.13,-83.02,ILS,,Binance,3949592-17181647,Binance,25060764-69298279
0.11869713,ETH,06/05/2018,15/05/2018,302.83,339.36,-36.53,ILS,,Binance,3949593-17181647,Binance,25060764-69298279
0.8091287,ETH,06/05/2018,15/05/2018,2064.31,2313.36,-249.05,ILS,,Binance,11750867-30438495,Binance,25060764-69298279
0.09963027,ETH,10/05/2018,15/05/2018,254.18,273.21,-19.03,ILS,,Binance,24303613-66824654,Binance,25060764-69298279
0.48278673,ETH,10/05/2018,15/05/2018,1231.72,1324.26,-92.54,ILS,,Binance,24303614-66824654,Binance,25060764-69298279
0.9480455,ETH,15/05/2018,15/05/2018,2418.73,0,2418.73,ILS,Y,,,Binance,25060764-69298279
22.08429,ICX,29/04/2018,15/05/2018,321.95,361.27,-39.32,ILS,,Binance,3827160-16245994,Binance,4104680-18576682
65.12,ICX,29/04/2018,15/05/2018,949.32,1065.28,-115.96,ILS,,Binance,3827160-16245994,Binance,4104679-18576682
48.27168,ICX,07/05/2018,15/05/2018,703.71,714.95,-11.24,ILS,,Binance,9127591-27406502,Binance,4104680-18576682
7.53246,ICX,07/05/2018,15/05/2018,109.81,111.56,-1.75,ILS,,Binance,9127592-27406502,Binance,4104680-18576682
0.999,ICX,07/05/2018,15/05/2018,14.56,14.8,-0.24,ILS,,Binance,9127593-27406502,Binance,4104680-18576682
0.999,ICX,07/05/2018,15/05/2018,14.56,14.8,-0.24,ILS,,Binance,9127594-27406502,Binance,4104680-18576682
64.84357,ICX,07/05/2018,15/05/2018,945.29,960.39,-15.1,ILS,,Binance,9127595-27406502,Binance,4104680-18576682
3.62056,EOS,29/04/2018,15/05/2018,176.5,267.92,-91.42,ILS,,Binance,7486160-26600076,Binance,8813097-31240820
18.55944,EOS,07/05/2018,15/05/2018,904.76,1210.25,-305.49,ILS,,Binance,13082945-45584341,Binance,8813097-31240820
2575.163,TRX,04/05/2018,15/05/2018,640.91,785.05,-144.14,ILS,,Binance,11701794-30156673,Binance,12028644-31981085
6149.844,TRX,07/05/2018,15/05/2018,1530.57,1816.69,-286.12,ILS,,Binance,26578885-49514077,Binance,12028644-31981085
7276.993,TRX,07/05/2018,15/05/2018,1811.1,2172.61,-361.51,ILS,,Binance,11786760-30660624,Binance,12028644-31981085
1.17859693,ETH,15/05/2018,15/05/2018,3031.99,3062.27,-30.28,ILS,,Binance,4104679-18576682,Binance,25062649-69303442
0.41656702,ETH,15/05/2018,15/05/2018,1071.64,1082.34,-10.7,ILS,,Binance,8813097-31240820,Binance,25062649-69303442
1.07182605,ETH,15/05/2018,15/05/2018,2757.32,2784.86,-27.54,ILS,,Binance,12028644-31981085,Binance,25062649-69303442
0.46251,ETH,15/05/2018,15/05/2018,1189.83,1201.71,-11.88,ILS,,Binance,12028644-31981085,Binance,25062650-69303442
0.23590187,USDT,06/05/2018,16/05/2018,0.85,0.85,0,ILS,,Binance,23705546-65038484,Binance,25160487-69643330
1938.922017,USDT,15/05/2018,16/05/2018,6963.86,6966.86,-3,ILS,,Binance,25060764-69298279,Binance,25160487-69643330
150.2163333,USDT,15/05/2018,16/05/2018,539.52,539.75,-0.23,ILS,,Binance,25062649-69303442,Binance,25160487-69643330
0.00000004,ETH,15/05/2018,16/05/2018,0,0,0,ILS,,Binance,12028644-31981085,Binance,4053077-19925806
0.20390648,ETH,16/05/2018,16/05/2018,508.93,502.51,6.42,ILS,,Binance,25160487-69643330,Binance,4053077-19925806
1.31840928,ETH,16/05/2018,16/05/2018,3290.61,3249.1,41.51,ILS,,Binance,25160487-69643330,Binance,4053078-19925806
1.5226796,ETH,16/05/2018,16/05/2018,3800.45,3752.5,47.95,ILS,,Binance,25160487-69643330,Binance,8867987-31480079
69.001,USDT,15/05/2018,16/05/2018,247.83,247.93,-0.1,ILS,,Binance,25062649-69303442,Binance,25162635-69649902
454.1507818,USDT,15/05/2018,16/05/2018,1631.13,1631.84,-0.71,ILS,,Binance,25062649-69303442,Binance,25162639-69649902
0.00004655,ETH,16/05/2018,16/05/2018,0.12,0.11,0.01,ILS,,Binance,25160487-69643330,Binance,1950146-18435698
0.0999,ETH,16/05/2018,16/05/2018,249.34,247.83,1.51,ILS,,Binance,25162635-69649902,Binance,1950146-18435698
0.65745731,ETH,16/05/2018,16/05/2018,1640.94,1630.97,9.97,ILS,,Binance,25162639-69649902,Binance,1950146-18435698
1237.990569,USDT,15/05/2018,17/05/2018,4434.83,4448.3,-13.47,ILS,,Binance,25062649-69303442,Binance,25254526-69987025
331.442326,USDT,15/05/2018,17/05/2018,1187.32,1190.93,-3.61,ILS,,Binance,25062650-69303442,Binance,25254526-69987025
0.00006451,ETH,16/05/2018,17/05/2018,0.16,0.16,0,ILS,,Binance,25162639-69649902,Binance,4123655-18808144
1.10617982,ETH,17/05/2018,17/05/2018,2767.24,2816.26,-49.02,ILS,,Binance,25254526-69987025,Binance,4123655-18808144
0.00198,EOS,07/05/2018,17/05/2018,0.09,0.13,-0.04,ILS,,Binance,13082945-45584341,Binance,8928994-31755423
2.19,EOS,16/05/2018,17/05/2018,102.7,96.95,5.75,ILS,,Binance,8867987-31480079,Binance,8928995-31755423
62.18802,EOS,16/05/2018,17/05/2018,2916.98,2753.16,163.82,ILS,,Binance,8867987-31480079,Binance,8928994-31755423
0.00081,ETC,03/05/2018,17/05/2018,0.05,0.07,-0.02,ILS,,Binance,1843438-17137934,Binance,1954130-18508531
7.09919,ETC,16/05/2018,17/05/2018,449.17,444.53,4.64,ILS,,Binance,1950146-18435698,Binance,1954130-18508531
13.43,ETC,16/05/2018,17/05/2018,849.65,840.95,8.7,ILS,,Binance,1950146-18435698,Binance,1954131-18508531
1.97,ETC,16/05/2018,17/05/2018,124.63,123.36,1.27,ILS,,Binance,1950146-18435698,Binance,1954132-18508531
7.69,ETC,16/05/2018,17/05/2018,486.43,481.53,4.9,ILS,,Binance,1950146-18435698,Binance,1954133-18508531
1.10210968,ETH,17/05/2018,17/05/2018,2757.06,2805.9,-48.84,ILS,,Binance,25254526-69987025,Binance,12079222-32271691
0.86810156,ETH,17/05/2018,17/05/2018,2171.66,2173.83,-2.17,ILS,,Binance,8928994-31755423,Binance,12079222-32271691
0.722,TRX,07/05/2018,30/05/2018,0.16,0.22,-0.06,ILS,,Binance,11786760-30660624,Binance,12544217-34537212
1019.278,TRX,17/05/2018,30/05/2018,223.27,255.39,-32.12,ILS,,Binance,12079222-32271691,Binance,12544217-34537212
7325.784,TRX,17/05/2018,30/05/2018,1604.57,1836.67,-232.1,ILS,,Binance,12079223-32271691,Binance,12544218-34537212
1484.216,TRX,17/05/2018,30/05/2018,325.09,371.89,-46.8,ILS,,Binance,12079222-32271691,Binance,12544218-34537212
0.33902738,ETH,17/05/2018,30/05/2018,683.64,848.97,-165.33,ILS,,Binance,8928994-31755423,Binance,4263309-20449422
0.72482598,ETH,17/05/2018,30/05/2018,1461.58,1815.05,-353.47,ILS,,Binance,1954130-18508531,Binance,4263309-20449422
2275,TRX,17/05/2018,19/11/2018,139.85,570.37,-430.52,ILS,,Binance,12079223-32271691,Binance,35724008-77619338
7556,TRX,17/05/2018,19/11/2018,464.5,1894.39,-1429.89,ILS,,Binance,12079223-32271691,Binance,35724009-77619338
0.00152,ICX,07/05/2018,19/11/2018,0,0.02,-0.02,ILS,,Binance,9127595-27406502,Binance,15371563-60261201
1.998,ICX,17/05/2018,19/11/2018,2.55,27.33,-24.78,ILS,,Binance,4123659-18808144,Binance,15371564-60261201
99.9,ICX,17/05/2018,19/11/2018,127.31,1365.63,-1238.32,ILS,,Binance,4123658-18808144,Binance,15371564-60261201
36.34354,ICX,17/05/2018,19/11/2018,46.32,496.36,-450.04,ILS,,Binance,4123657-18808144,Binance,15371564-60261201
0.26981,ICX,17/05/2018,19/11/2018,0.34,3.68,-3.34,ILS,,Binance,4123657-18808144,Binance,15371563-60261201
25.36461,ICX,17/05/2018,19/11/2018,32.32,347.18,-314.86,ILS,,Binance,4123661-18808144,Binance,15371564-60261201
17.982,ICX,17/05/2018,19/11/2018,22.92,246.17,-223.25,ILS,,Binance,4123662-18808144,Binance,15371564-60261201
2.13786,ICX,17/05/2018,19/11/2018,2.73,29.14,-26.41,ILS,,Binance,4123655-18808144,Binance,15371563-60261201
9.25074,ICX,17/05/2018,19/11/2018,11.79,126.57,-114.78,ILS,,Binance,4123660-18808144,Binance,15371564-60261201
9.18081,ICX,17/05/2018,19/11/2018,11.72,125.32,-113.6,ILS,,Binance,4123656-18808144,Binance,15371563-60261201
172.85697,ICX,30/05/2018,19/11/2018,220.28,1606.72,-1386.44,ILS,,Binance,4263310-20449422,Binance,15371564-60261201
5.85414,ICX,30/05/2018,19/11/2018,7.46,54.4,-46.94,ILS,,Binance,4263309-20449422,Binance,15371564-60261201
52.05,ICX,30/05/2018,19/11/2018,66.33,484.02,-417.69,ILS,,Binance,4263311-20449422,Binance,15371564-60261201
15.71,EOS,16/05/2018,19/11/2018,239.48,695.51,-456.03,ILS,,Binance,8867987-31480079,Binance,25649588-101593832
3.2,EOS,16/05/2018,19/11/2018,48.79,141.67,-92.88,ILS,,Binance,8867987-31480079,Binance,25649587-101593832
2.55,EOS,16/05/2018,19/11/2018,38.9,112.89,-73.99,ILS,,Binance,8867987-31480079,Binance,25649586-101593832
,,,,,,0,,,,,,
